投票区番号,住所,施設名
1,東京都羽村市羽東二丁目18番1号 市立羽村東小学校多目的室,市立羽村東小学校多目的室
2,東京都羽村市羽中三丁目6番33号 市立羽村第一中学校特別支援学級教室,市立羽村第一中学校特別支援学級教室
3,東京都羽村市羽加美四丁目2番9号 市立羽村西小学校ミーティングルーム,市立羽村西小学校ミーティングルーム
4,東京都羽村市小作台四丁目13番地1 市立小作台小学校体育館,市立小作台小学校体育館
5,東京都羽村市栄町二丁目17番地 市立栄小学校体育館,市立栄小学校体育館
6,東京都羽村市緑ヶ丘五丁目2番地1 羽村市役所1階市民ホール,羽村市役所1階市民ホール
7,東京都羽村市五ノ神四丁目9番地5 市立富士見小学校体育館,市立富士見小学校体育館
8,東京都羽村市富士見平一丁目16番地 市立羽村第二中学校特別支援教室,市立羽村第二中学校特別支援教室
9,東京都羽村市川崎693番1号 市立武蔵野小学校プレイルーム,市立武蔵野小学校プレイルーム
10,東京都羽村市神明台一丁目17番地4 神明台会館,神明台会館
