投票区番号,住所,施設名
1,東京都福生市福生市本町5 市役所,市役所
2,東京都福生市福生市福生1290 第四小学校,第四小学校
3,東京都福生市福生市熊川623 第二小学校,第二小学校
4,東京都福生市福生市牛浜162 第三小学校,第三小学校
5,東京都福生市福生市加美平1-9-1 第六小学校,第六小学校
6,東京都福生市福生市熊川199-1 わかたけ会館,わかたけ会館
7,東京都福生市福生市加美平1-22-1 第二中学校,第二中学校
8,東京都福生市福生市熊川845 第一中学校,第一中学校
9,東京都福生市福生市南田園2-13-1 福祉センター,福祉センター
10,東京都福生市福生市熊川1662-7 福東会館,福東会館
11,東京都福生市福生市武蔵野台1-12-2 武蔵野台児童館,武蔵野台児童館
