WKT,名前,説明,列４,住所
"POINT (139.0 35.0)", "堺市民センター", "説明", "町田市", "東京都町田市相原町795-1"
"POINT (139.0 35.0)", "木曽山崎コミュニティセンター", "説明", "町田市", "東京都町田市山崎町2160-4"
"POINT (139.0 35.0)", "南町田会館", "説明", "町田市", "東京都町田市鶴間3-16-1"
"POINT (139.0 35.0)", "和光大学ポプリホール鶴川", "説明", "町田市", "東京都町田市能ヶ谷1-2-1"
"POINT (139.0 35.0)", "玉川学園コミュニティセンター", "説明", "町田市", "東京都町田市玉川学園2-19-12"
"POINT (139.0 35.0)", "小金井市役所第二庁舎６階６０１会議室", "説明", "小金井市", "東京都小金井市前原町3-41-15"
"POINT (139.0 35.0)", "マロンホール（東小金井駅開設記念会館）", "説明", "小金井市", "東京都小金井市東町3-7-21"
"POINT (139.0 35.0)", "前原町西之台会館", "説明", "小金井市", "東京都小金井市前原町3-8-1"
"POINT (139.0 35.0)", "小平市健康センター４階会議室", "説明", "小平市", "東京都小平市学園東町1-19-12"
"POINT (139.0 35.0)", "小平市健康センター４階視聴覚室", "説明", "小平市", "東京都小平市学園東町1-19-12"
"POINT (139.0 35.0)", "東部市民センター集会室", "説明", "小平市", "東京都小平市花小金井1-8-1"
"POINT (139.0 35.0)", "西部市民センター（小川西町公民館ホール）", "説明", "小平市", "東京都小平市小川西町4-10-13"
"POINT (139.0 35.0)", "日野市役所１階１０１会議室", "説明", "日野市", "東京都日野市神明1-12-1"
"POINT (139.0 35.0)", "七生公会堂１階七生福祉センター", "説明", "日野市", "東京都日野市三沢3-50-1"
"POINT (139.0 35.0)", "イオンモール多摩平の森３階イオンホール", "説明", "日野市", "東京都日野市多摩平2-4-1"
"POINT (139.0 35.0)", "東村山市役所本庁舎市民ロビー", "説明", "東村山市", "東京都東村山市本町1-2-3"
"POINT (139.0 35.0)", "東村山駅西口サンパルネ２階 コンベンションホール", "説明", "東村山市", "東京都東村山市野口町1-46"
"POINT (139.0 35.0)", "国分寺市役所プレハブ会議室第１", "説明", "国分寺市", "東京都国分寺市戸倉1-6-1"
"POINT (139.0 35.0)", "国分寺市ひかりプラザ", "説明", "国分寺市", "東京都国分寺市光町1-46-8"
"POINT (139.0 35.0)", "国分寺市立いずみホール", "説明", "国分寺市", "東京都国分寺市泉町3-36-12"
"POINT (139.0 35.0)", "国分寺市立ｃｏｃｏｂｕｎｊｉプラザ", "説明", "国分寺市", "東京都国分寺市本町3-1-1 cocobunji WEST5階"
"POINT (139.0 35.0)", "国立市役所北庁舎第７会議室", "説明", "国立市", "東京都国立市富士見台2-47-1"
"POINT (139.0 35.0)", "くにたち北市民プラザホール", "説明", "国立市", "東京都国立市北3-1-1"
"POINT (139.0 35.0)", "くにたち南市民プラザ会議室", "説明", "国立市", "東京都国立市泉2-3-2"
"POINT (139.0 35.0)", "くにたち駅前市民プラザ会議室", "説明", "国立市", "東京都国立市北1-14-1"
"POINT (139.0 35.0)", "南区公会堂", "説明", "国立市", "東京都国立市泉3-29-11"
"POINT (139.0 35.0)", "福生市役所第二棟１階", "説明", "福生市", "東京都福生市本町5"
"POINT (139.0 35.0)", "狛江市役所３階第一委員会室", "説明", "狛江市", "東京都狛江市和泉本町1-1-5"
"POINT (139.0 35.0)", "狛江市役所４階特別会議室", "説明", "狛江市", "東京都狛江市和泉本町1-1-5"
"POINT (139.0 35.0)", "東大和市役所会議棟１階第１会議室", "説明", "東大和市", "東京都東大和市中央3-930"
"POINT (139.0 35.0)", "清瀬市役所", "説明", "清瀬市", "東京都清瀬市中里5-842"
"POINT (139.0 35.0)", "清瀬市生涯学習センター", "説明", "清瀬市", "東京都清瀬市元町1-2-11"
"POINT (139.0 35.0)", "東久留米市役所", "説明", "東久留米市", "東京都東久留米市本町3-3-1"
"POINT (139.0 35.0)", "中部地区会館（市役所４階）", "説明", "武蔵村山市", "東京都武蔵村山市本町1-1-1"
"POINT (139.0 35.0)", "緑が丘出張所", "説明", "武蔵村山市", "東京都武蔵村山市緑が丘1460-1104"
"POINT (139.0 35.0)", "多摩市役所", "説明", "多摩市", "東京都多摩市関戸6-12-1"
"POINT (139.0 35.0)", "永山公民館内消費生活センター講座室（べルブ永山３階）", "説明", "多摩市", "東京都多摩市永山1-5"
"POINT (139.0 35.0)", "関戸公民館　ギャラリー　ヴィータ７階", "説明", "多摩市", "東京都多摩市関戸4-72"
"POINT (139.0 35.0)", "多摩センター駅出張所（京王多摩センターＳＣ２階）", "説明", "多摩市", "東京都多摩市落合1-10-1"
"POINT (139.0 35.0)", "地域振興プラザ", "説明", "稲城市", "東京都稲城市東長沼2112-1"
"POINT (139.0 35.0)", "平尾自治会館", "説明", "稲城市", "東京都稲城市平尾3-7-1"
"POINT (139.0 35.0)", "ｉプラザギャラリー", "説明", "稲城市", "東京都稲城市若葉台2-5-2"
"POINT (139.0 35.0)", "羽村市役所分庁舎", "説明", "羽村市", "東京都羽村市緑ヶ丘5-1-30"
"POINT (139.0 35.0)", "あきる野市役所", "説明", "あきる野市", "東京都あきる野市二宮350"
"POINT (139.0 35.0)", "あきる野市役所五日市出張所", "説明", "あきる野市", "東京都あきる野市五日市411"
"POINT (139.0 35.0)", "西東京市役所田無庁舎２階会議室", "説明", "西東京市", "東京都西東京市南町5-6-13"
"POINT (139.0 35.0)", "エコプラザ西東京多目的スペース", "説明", "西東京市", "東京都西東京市泉町3-12-35"
"POINT (139.0 35.0)", "ひばりが丘図書館講座室", "説明", "西東京市", "東京都西東京市ひばりが丘1-2-1"
"POINT (139.0 35.0)", "瑞穂町役場", "説明", "瑞穂町", "東京都瑞穂町大字箱根ヶ崎2335"
"POINT (139.0 35.0)", "武蔵野コミュニティセンター", "説明", "瑞穂町", "東京都瑞穂町むさし野1-5"
"POINT (139.0 35.0)", "箱根ケ崎駅東西自由通路", "説明", "瑞穂町", "東京都瑞穂町大字箱根ヶ崎397"
"POINT (139.0 35.0)", "日の出町役場町民談話室", "説明", "日の出町", "東京都日の出町大字平井2780"
"POINT (139.0 35.0)", "檜原村役場３階住民ホール", "説明", "檜原村", "東京都檜原村467ｰ1"
"POINT (139.0 35.0)", "奥多摩町役場", "説明", "奥多摩町", "東京都奥多摩町氷川215-6"
"POINT (139.0 35.0)", "大島町開発総合センター", "説明", "大島町", "東京都大島町元町1-1-14"
"POINT (139.0 35.0)", "利島村役場", "説明", "利島村", "東京都利島村248"
"POINT (139.0 35.0)", "新島村住民センター", "説明", "新島村", "東京都新島村本村1-1-1"
"POINT (139.0 35.0)", "式根島支所", "説明", "新島村", "東京都新島村式根島255-1"
"POINT (139.0 35.0)", "若郷会館", "説明", "新島村", "東京都新島村若郷1-4"
"POINT (139.0 35.0)", "神津島村役場", "説明", "神津島村", "東京都神津島村904"
"POINT (139.0 35.0)", "三宅村阿古臨時庁舎", "説明", "三宅村", "東京都三宅村阿古497"
"POINT (139.0 35.0)", "御蔵島村役場", "説明", "御蔵島村", "東京都御蔵島村字入かねが沢"
"POINT (139.0 35.0)", "八丈町役場", "説明", "八丈町", "東京都八丈町大賀郷2551-2"
"POINT (139.0 35.0)", "青ヶ島村役場", "説明", "青ヶ島村", "東京都青ヶ島村無番地"
"POINT (139.0 35.0)", "小笠原村役場", "説明", "小笠原村", "東京都小笠原村父島字西町"
"POINT (139.0 35.0)", "小笠原村役場母島支所", "説明", "小笠原村", "東京都小笠原村母島字元地"
